,url,title,description,cat1,cat2,cat3
31,https://www.tourisme-cambresis.fr/foulees-betise,Les Foulées de la Bêtise 2023,"Les Foulées Cambrésiennes, le rendez-vous sportif très attendu de la rentrée !

 

 

Un pаrcоurѕ du 10 km mоdіfіé аvеc 3 pаѕѕаgеѕ dеvаnt lе pоdіum (dеvаnt ѕаllе Vаnpоullе) .

Hоrаіrеѕ

9h00 pоur lе 5 km
9h05 pоur lа mаrchе nоrdіquе
10h30 pоur lе 10 km
11h50 pоur lеѕ 3 km (11-14 аnѕ)
12h15 pоur lа cоurѕе dеѕ еnfаntѕ

 

https://www.fouleesdelabetise.fr/page/1957742-news",Sport,,
16,https://www.tourisme-cambresis.fr/2-brocante-maretz.html,Brocante à Maretz,"Brocante organisée par Le Monde des Enfants de Maretz, le dimanche 10 septembre de 8h à 18h.

Installation à partir de 7h., rue du Maréchal Galliéni.

Brocante ouverte à tous. Petite restauration sur place.",Brocante,,
33,https://www.tourisme-cambresis.fr/2-brocante-masnieroise.html,Brocante Masniéroise,"Brocante Masniéroise.

Bulletin d'inscription disponible en mairie de Masnières, sur Facebook ""Artetla Masnières Syndicat d'initiative"" ou sur le site internet www.masnieres.fr",Brocante,,
17,https://www.tourisme-cambresis.fr/2-brocante-fontaine-notre-dame.html,Brocante à Fontaine Notre Dame,"Brocante organisée par la Comité des fêtes à Fontaine Notre Dame de 8h à 17h.

5€ les 5 mètres - Buvette et barbecue",Brocante,,
35,https://www.tourisme-cambresis.fr/brocante-automne-neuville-saint-remy.html,Brocante d'automne à Neuville Saint-Rémy,"Dans le cadre de la fêt communale, grande brocante d'automne

Apéritif concert animé par ""Franco Lucarini""

Buvette et restauration sur place Potjevleesch frites / asssiette anglaise frites / Jambon à l'os frites",Brocante,Concert,Fête
18,https://www.tourisme-cambresis.fr/stage-jardinage-naturel-permaculturel-jours.html,Stage Jardinage Naturel & Permaculturel (2 jours),"STAGE D'INITIATION AU JARDINAGE NATUREL & PERMACULTUREL à la Ferme des Loups!
2 jours - (15H00) - Journée 1
Dimanche 10 (J1) & 24 (J2) Septembre 2023 - de 9h00 à 18h00 à CAUDRY

Entre permaculture, maraichage sol vivant, bio-intensif et agroécologie, venez vous former aux méthodes de jardinage 100% naturelles de la Ferme des Loups.

Un week-end de stage intensif pour vous former à l’observation, la conception et la tenue d’un jardin naturel. Une initiation qui alterne théorie et pratique dans la convivialité et la bonne humeur, à vivre aux côtés d'un formateur certifié par l'Université Populaire de Permaculture.

L'idée est d'offrir les bases essentielles pour se lancer dans la création ou l'entretien d'un jardin naturel, par la vulgarisation des savoirs et apprentissages.

Au terme de ces deux jours, vous repartirez avcec un panel de techniques et méthodes mais aussi avec un livret de formation, édité par La Ferme des Loups, qui vous permettra de reproduire facilement ce que vous y aurez découvert, et d'une certification.


INFOS UTILES

DATES :
- Dimanche 10 septembre 2023 (journée 1)
- Dimanche 24 septembre 2023 (journée 2)

HORAIRES :
- 9h à 12h30 - 14h à 18h00
(Présentation possible à partir de 15min avant l'horaire annoncée)

LIEUX : à la Ferme des Loups
- Base loisirs & Nature du Val du Riot
- Entrée rue de Cambrai

PUBLICS :
- Tous Publics
Adultes, ou enfants à partir de 16 ans
Particuliers et professionnels
Novices ou adeptes en perfectionnement
Seul(e), en famille ou entre amis

CONTENU :
- Conception-Design, analyse de sol, techniques de semis et de reproduction, entretien et soins aux plantes, récoltes etc...

CERTIFICATION :
- Certification et livret de formation remis à la fin du stage

REPAS & RESTAURATION :
- Matin et après-midi, collations et goûters vous sont servis.
Les déjeuners de chaque journée de stage vous sont proposés sous la forme d'une ""auberge espagnole"". Chacun apporte quelque chose qu'il a envie de partager et/ou de faire découvrir au groupe.

HÉBERGEMENT :
Hébergement possibles chez nos partenaires à proximité, (chambres d'hôte, hébergements insolites, auberge,...). Nous consulter

MODALITÉS D'INSCRIPTIONS :
- Les places aux stages sont limitées, les inscriptions et les réservations sont donc obligatoires - jusqu’à une semaine avant les dates effectives ou jusqu’au quota de participants maximum atteint.
- Le paiement fait office de réservation.

TARIFS :
L'ensemble du stage vous est proposé au prix de 150,00€/personne

Ce tarif comprend notamment :
- les 15h00 de formations (2jours)
- votre livret de formation et votre certification
- vos collations et goûters (matin et après midi)


INSCRIPTIONS & RÉSERVATIONS :
- Via : contact.lafermedesloups@gmail.com ou au 06.22.00.47.61",Atelier,Environnement,
37,https://www.tourisme-cambresis.fr/1-rassemblement-motos-carnieres.html,Rassemblement de motos à Carnières,"Rassemblement Moto à Carnière le 10 septembre 2023 dès 9h30.

Organisé par les Mairies de Carnières, Boussières et leurs associations.

Programme :


        Balade motos organisée par les Dirty Riders ! Participation au casque de 2€
        Show stunt des Team Stunder Ride et des North Stunt Family
        Concert des Black Leathers et des Tackleberry
        Baptême hélicoptère avec Héli Nord Valenciennes (Pré-inscription en Mairie 50€, sur place 60€)


 

Sur place :

Food trucks, buvette et stands",Balade,Fête,Concert
19,https://www.tourisme-cambresis.fr/marche-gourmande-clochers.html,Marche gourmande des 3 clochers,"Le dimanche 10 septembre 2023 aura lieu la première édition de la marche gourmande des 3 clochers, organisée par Maurois en fêtes et en collaboration avec la mairie de Maurois !

Les départs différés débuteront à 11h.

Le prix est de 15€ pour les adultes, et de 9€ pour les enfants de moins de 12 ans.

Le point de départ est à la salle des fêtes :

- 3km : Apéritif et entrée

- 6km : Plat

- 10km : Arrivée salle des fêtes et dessert

Pensez à prendre vos couverts ainsi que votre verre !

Renseignements et inscription obligatoires avant le 28 août 2023 !

Soit auprès de Coralie : 06.51.62.03.14

Soit auprès de la mairie de Maurois : 03.27.75.18.25 , 10 Rue Clément ROCHE ( Les paiements en mairie se feront uniquement par chèque )

 

L'inscription sera effective dès réception du bulletin d'inscription et du paiement !",Sport,Gastronomie,Famille
39,https://www.tourisme-cambresis.fr/2-loto-familial.html,Loto familial,"Venez participer au loto familial organisé par le collectif ""Séjour Montagne 2023"" !

Le Dimanche 10 Septembre à 14h ( ouverture des portes à 13h30) à la salle des fêtes de Busigny !

- 4 séries loto (1€ le carton)

- 1 bingo (2 € le carton)

- 1 loto chinois

Paiement des cartons à l'inscription

A gagner : 2 cartes cadeaux d'une valeur de 100€ et pleins d'autres lots de valeur !

Petite restauration sur place ( nourriture / alimentation extérieure interdite)

Inscriptions obligatoires avant le 05 Septembre aux numéros suivant :

Centre social La Passerelle : 03.27.76.26.75
EVS de Ligny : 07.84.32.15.34
EVS ""Espace Sud"" Caudry : 06.99.98.58.63
EVS de Busigny : 06.71.19.30.82",Détente,Jeu,Famille
20,https://www.tourisme-cambresis.fr/course-brouettes-ligny-cis.html,Course de brouettes à Ligny-en-Cis,"Ligny-en-Cambrésis organise sa course de brouettes le dimanche 10 septembre 2023 à partir de 14h au verger.

Une course d'obstacles !

Apportez votre brouette décorée et remportez un prix !

Récompense pour les 5 premiers.

Buvette et petite restauration sur place.",Détente,Fête,Famille
41,https://www.tourisme-cambresis.fr/visite-moulin-brunet.html,Visite du moulin Brunet,"Le moulin Brunet est ouvert les deuxièmes dimanches du mois de 15h à 18h, pour des visites commentées familiales. A la sortie du village, sur la route menant à Dehéries, vous le découvrirez en haut de la côte, dressant fièrement ses ailes sur sa tour de pierres magnifiquement restaurée.",Visite,Histoire,Culture
21,https://www.tourisme-cambresis.fr/concert-musique-baroque-sacree.html,Concert de musique Baroque Sacrée,"Dimanche 10 septembre à 16h, concert de musique Baroque Sacrée à l'église Saint-Géry, avec l'ensemble baroque vocal et instrumental ZELENKA.

Sous la direction de Philippe LEGROS et Jean-Michel BACHELET.

Entrée : 5€.",Concert,,
43,https://www.tourisme-cambresis.fr/concert-musiques-film-quievy.html,Concert de musiques de film à Quiévy,"La Fanfare ""Les amis réunis"" présente les Musiques de Film le dimanche 10 septembre à 17h30, au Foyer Communal Robert Abraham à Quiévy.

Forrest Gump, James Bond, The Pacific, Pirates des Caraïbes, Top Gun, Titanic, Jurassik Park, La Vita e bella, Mon nom est personne, Morricone, ...

Directeur : Yoann Hego

Directeurs adjoints : Christine Baudry et Pascal Blas.",Concert,,
22,https://www.tourisme-cambresis.fr/visite-atelier-jean-bracq.html,Visite de l'atelier de dentelles Jean Bracq,"Imaginer et produire des dentelles d'exception destinées à de grandes maisons de haute couture, c'est le quotidien de cet atelier Caudrésien.

Poussez la porte de cette entreprise familiale pour découvrir leurs techniques minutieuses et contempler des métiers ""Leavers"" et de dentelles de Lyon en fonctionnement.

 

Durée : 1h.

 

Billetterie en ligne",Visite,Art,Culture
45,https://www.tourisme-cambresis.fr/jeudi-voisins.html,Les 10 ans des Jeudis des voisins à Cambrai,"Le rendez-vous foodtruck convivial du Cambrésis.

On y vient en famille ou entre amis équipés pour un pique-nique avec ses boissons.",Détente,Gastronomie,Famille
23,https://www.tourisme-cambresis.fr/portes-ouvertes-country-danse-ligne.html,Portes ouvertes Country danse en ligne,Portes ouvertes country / danse en ligne à la salle Maréchal (gare annexe) Avenue Victor Hugo.,Danse,Visite,Atelier
47,https://www.tourisme-cambresis.fr/page-33868.html,Fête et foire de la Saint-Matthieu,"Ducasse en coeur de ville du vendredi 15 septembre à 18h au dimanche 24 septembre 2023.

Défilé carnavalesque le dimanche 17 septembre - départ de la rue des Hauts-Fossés à 15h.

Grande foire et marché d'antan le samedi 23 septembre 2023.

Vente de bovins au Marché aux Bestiaux.

Festivité proposée par la Ville du Cateau-Cambrésis en partenariat avec les associations locales, le marché aux bestiaux et la Brasserie VIVAT.",Fête,Marché,Famille
24,https://www.tourisme-cambresis.fr/festival-danse-jazz-nfinement.html,Spectacle de danse Jazz'In & Co : Aladdin,"Trois représentations de l'école Jazz'in & Co sont prévues au théâtre de Cambrai les vendredi 15 et samedi 16 à 20h et dimanche 17 septembre à 15h.

De somptueux décors des milles et une nuits , des costumes aux teintes ensoleillées et colorées.
Une comédie drôle et romantique, rythmée et dansée.

 

Tarif : 10 €

OUVERTURE BILLETTERIE LE DIMANCHE 3 SEPTEMBRE DE 09H00 A 12H00 A LA SALLE DE DANSE.

Restauration sur place

Plus d'info : 06.21.04.41.03.",Danse,Spectacle,
49,https://www.tourisme-cambresis.fr/grandeur-nature.html,Grandeur Nature,"À l'occasion de l'anniversaire des 30 ans d'existence du SIAT du Val du Riot, la Base et ses partenaires proposent un événementiel avec un spectacle vivant son et lumière mis en scène par monsieur Frédéric Sueur en collaboration avec les associations caudrésiennes (Danse, GRS, acrobatie aérienne, musique, chant et photographie...)

Diverses animations ( spectacle équestre, atelier créatif, foodtruck, ...) et concert de plantes seront également proposées en amont.


Week end des 15 et 16 septembre 2023.

Entrée gratuite.",Spectacle,Danse,Art
